"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out_Category","Break_Out","Sample_Size","Data_value","Data_value_unit","Confidence_limit_Low","Confidence_limit_High"
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",2,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",4,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",16,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",38,8.8,"%",5.5,12.2
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",89,12.6,"%",9.3,16
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",151,16.4,"%",12.5,20.3
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",20,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",5,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",4,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",6,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",11,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",5,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",4,NA,"%",NA,NA
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",300,7.3,"%",6.1,8.5
2019,"AK","Alaska","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",245,8.6,"%",7.1,10
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",4,NA,"%",NA,NA
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",15,1.8,"%",0.8,2.7
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",53,6.5,"%",4.5,8.6
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",155,14.6,"%",12.1,17.2
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",350,25.3,"%",22.4,28.2
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",709,25.9,"%",23.8,27.9
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",18,15.3,"%",6.6,24
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",5,NA,"%",NA,NA
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",433,17.4,"%",15.4,19.4
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",9,NA,"%",NA,NA
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",13,NA,"%",NA,NA
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",2,NA,"%",NA,NA
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",11,NA,"%",NA,NA
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",1286,14,"%",13,14.9
2019,"AL","Alabama","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",795,13.2,"%",12.1,14.4
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",2,NA,"%",NA,NA
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",9,NA,"%",NA,NA
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",39,7.4,"%",4.8,9.9
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",109,18.2,"%",14.5,21.8
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",200,19.8,"%",16.9,22.8
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",645,25.3,"%",23.1,27.5
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",10,NA,"%",NA,NA
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",2,NA,"%",NA,NA
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",217,18.5,"%",14.7,22.3
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",20,8.2,"%",3.9,12.6
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",27,14.2,"%",7.2,21.2
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",1,NA,"%",NA,NA
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",11,NA,"%",NA,NA
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",1004,13.6,"%",12.5,14.8
2019,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",716,13.3,"%",12,14.5
